length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,class,F,I,M
0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8,False,True,False
0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19,True,False,False
0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,False,False,True
0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,True,False,False
0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,False,True,False
0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8,False,True,False
0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9,False,False,True
0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14,True,False,False
0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18,False,True,False
0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11,False,False,True
0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11,False,False,True
0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,False,True,False
0.245,0.19,0.06,0.086,0.042,0.014,0.025,4,False,True,False
0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7,False,True,False
0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13,False,True,False
0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,True,False,False
0.505,0.405,0.11,0.625,0.305,0.16,0.175,9,False,False,True
0.71,0.565,0.2,1.601,0.706,0.321,0.45,11,False,False,True
0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,True,False,False
0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12,True,False,False
0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,False,True,False
0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,False,False,True
0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,False,True,False
0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,False,True,False
0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,False,False,True
0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12,True,False,False
0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,False,False,True
0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,False,False,True
0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,False,False,True
0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,False,True,False
0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10,False,False,True
0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11,False,True,False
0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17,True,False,False
0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,False,False,True
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,False,True,False
0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6,False,True,False
0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,False,True,False
0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,True,False,False
0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,False,True,False
0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,False,False,True
0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11,True,False,False
0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,False,False,True
0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,False,False,True
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,True,False,False
0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,False,False,True
0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,False,False,True
0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,False,True,False
0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,True,False,False
0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7,False,True,False
0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,False,False,True
0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4,False,True,False
0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7,False,True,False
0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11,True,False,False
0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10,True,False,False
0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6,False,True,False
0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8,False,False,True
0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10,False,False,True
0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,False,False,True
0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,False,False,True
0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10,False,True,False
0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,True,False,False
0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11,True,False,False
0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,True,False,False
0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8,False,True,False
0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12,False,False,True
0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9,True,False,False
0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11,True,False,False
0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,False,False,True
0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,False,False,True
0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9,False,False,True
0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7,False,True,False
0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,False,True,False
0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,True,False,False
0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,True,False,False
0.63,0.485,0.16,1.243,0.623,0.275,0.3,10,False,False,True
0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7,False,True,False
0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11,True,False,False
0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,True,False,False
0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10,True,False,False
0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12,False,False,True
0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,False,True,False
0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,False,False,True
0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16,True,False,False
0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,False,True,False
0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,False,False,True
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,False,True,False
0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,True,False,False
0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,False,False,True
0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7,False,True,False
0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10,False,False,True
0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9,True,False,False
0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,True,False,False
0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10,True,False,False
0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,False,False,True
0.565,0.42,0.155,0.743,0.31,0.186,0.231,9,False,True,False
0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11,False,False,True
0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11,True,False,False
0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10,False,False,True
0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,False,True,False
0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,False,True,False
0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11,False,False,True
0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,False,False,True
0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,True,False,False
0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,True,False,False
0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6,False,False,True
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9,False,False,True
0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,6,False,True,False
0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9,False,False,True
0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8,True,False,False
0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,False,False,True
0.505,0.41,0.135,0.657,0.291,0.133,0.195,15,True,False,False
0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,False,True,False
0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,False,False,True
0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11,True,False,False
0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16,True,False,False
0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,False,False,True
0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10,False,False,True
0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11,True,False,False
0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11,True,False,False
0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,False,False,True
0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11,False,False,True
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9,False,False,True
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,True,False,False
0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9,True,False,False
0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,False,False,True
0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,False,False,True
0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,False,True,False
0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,False,False,True
0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,True,False,False
0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11,True,False,False
0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8,True,False,False
0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11,True,False,False
0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10,False,False,True
0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,False,False,True
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,False,False,True
0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,False,True,False
0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,True,False,False
0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,False,True,False
0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10,True,False,False
0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,False,False,True
0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,False,True,False
0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,False,True,False
0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,False,True,False
0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,False,False,True
0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8,False,True,False
0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,True,False,False
0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,False,True,False
0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,False,False,True
0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6,False,True,False
0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17,True,False,False
0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,True,False,False
0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11,True,False,False
0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,False,True,False
0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,False,False,True
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9,False,False,True
0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,False,False,True
0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,False,False,True
0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,False,False,True
0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,False,False,True
0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10,False,False,True
0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,False,True,False
0.4,0.3,0.11,0.315,0.109,0.067,0.12,9,False,True,False
0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10,True,False,False
0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13,True,False,False
0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3,False,False,True
0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,True,False,False
0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,True,False,False
0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16,False,False,True
0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,False,True,False
0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10,True,False,False
0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,True,False,False
0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,True,False,False
0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12,True,False,False
0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,True,False,False
0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,True,False,False
0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,False,False,True
0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10,False,False,True
0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20,False,False,True
0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8,False,False,True
0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,True,False,False
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,True,False,False
0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,False,True,False
0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8,False,True,False
0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,False,True,False
0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,True,False,False
0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,False,False,True
0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9,False,False,True
0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,False,False,True
0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,False,False,True
0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,False,True,False
0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,True,False,False
0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,False,False,True
0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,True,False,False
0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13,False,False,True
0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14,False,False,True
0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,False,False,True
0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11,False,True,False
0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11,False,False,True
0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,True,False,False
0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4,False,True,False
0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11,False,False,True
0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,False,True,False
0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,True,False,False
0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,False,True,False
0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,False,False,True
0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12,False,False,True
0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,False,False,True
0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11,False,False,True
0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12,False,False,True
0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9,False,False,True
0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9,True,False,False
0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15,False,False,True
0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,False,False,True
0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9,True,False,False
0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7,False,True,False
0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11,False,False,True
0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4,False,True,False
0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,False,True,False
0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,True,False,False
0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,False,True,False
0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8,False,True,False
0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10,False,False,True
0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,False,False,True
0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,True,False,False
0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,False,True,False
0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,True,False,False
0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4,False,False,True
0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,True,False,False
0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11,False,False,True
0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9,True,False,False
0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11,False,False,True
0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,False,False,True
0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,False,False,True
0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,True,False,False
0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12,False,False,True
0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10,False,True,False
0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8,False,True,False
0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8,False,False,True
0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,False,True,False
0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8,False,True,False
0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,False,False,True
0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,True,False,False
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,False,True,False
0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,True,False,False
0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,True,False,False
0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9,True,False,False
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,False,False,True
0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12,True,False,False
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,False,True,False
0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,True,False,False
0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8,True,False,False
0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,True,False,False
0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12,True,False,False
0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,False,True,False
0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10,True,False,False
0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7,False,True,False
0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9,True,False,False
0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,True,False,False
0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,False,False,True
0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,False,True,False
0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9,False,False,True
0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10,False,False,True
0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,False,False,True
0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9,False,False,True
0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,False,True,False
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,False,True,False
0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11,True,False,False
0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,True,False,False
0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7,False,True,False
0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10,False,False,True
0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,False,False,True
0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11,False,False,True
0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,True,False,False
0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6,False,True,False
0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,False,True,False
0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,False,False,True
0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5,False,True,False
0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5,False,True,False
0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,False,False,True
0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,True,False,False
0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,False,True,False
0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17,True,False,False
0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,True,False,False
0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,False,False,True
0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,False,False,True
0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,True,False,False
0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,False,False,True
0.525,0.38,0.135,0.615,0.261,0.159,0.175,8,False,True,False
0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,True,False,False
0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,True,False,False
0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,False,False,True
0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,True,False,False
0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8,False,False,True
0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,False,False,True
0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12,True,False,False
0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13,True,False,False
0.535,0.42,0.16,0.72,0.275,0.164,0.225,15,False,False,True
0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,False,False,True
0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,True,False,False
0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21,False,False,True
0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,False,False,True
0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8,False,True,False
0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8,False,True,False
0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8,False,False,True
0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,False,True,False
0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,False,False,True
0.61,0.495,0.16,1.089,0.469,0.198,0.384,11,True,False,False
0.655,0.53,0.19,1.428,0.493,0.318,0.565,18,True,False,False
0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,False,True,False
0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,True,False,False
0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,False,False,True
0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,True,False,False
